国家,中国
指标名称,中国:现货价(平均价):玉米
频率,日
单位,元/吨
指标ID,S5005793
时间区间,2009-01-04:2024-04-15
来源,汇易网
更新时间,'2024-04-15
2018-03-02,1909.25
2018-03-05,1918.5
2018-03-06,1941.75
2018-03-07,1945.75
2018-03-08,1948.0
2018-03-09,1966.25
2018-03-12,1959.75
2018-03-13,1954.75
2018-03-14,1951.0
2018-03-15,1951.0
2018-03-16,1950.24
2018-03-19,1955.25
2018-03-20,1957.75
2018-03-21,1958.75
2018-03-22,1957.5
2018-03-23,1956.0
2018-03-26,1952.75
2018-03-27,1946.0
2018-03-28,1943.0
2018-03-29,1940.88
2018-03-30,1932.5
2018-04-02,1915.85
2018-04-03,1907.6
2018-04-04,1905.1
2018-04-08,1898.75
2018-04-09,1897.25
2018-04-10,1896.75
2018-04-11,1894.25
2018-04-12,1893.25
2018-04-13,1891.5
2018-04-16,1889.75
2018-04-17,1886.25
2018-04-18,1885.25
2018-04-19,1885.5
2018-04-20,1882.75
2018-04-23,1880.75
2018-04-24,1879.0
2018-04-25,1877.75
2018-04-26,1876.0
2018-04-27,1872.25
2018-04-28,1862.12
2018-05-02,1857.62
2018-05-03,1846.88
2018-05-04,1846.75
2018-05-07,1844.75
2018-05-08,1843.75
2018-05-09,1843.0
2018-05-10,1841.25
2018-05-11,1841.0
2018-05-14,1841.5
2018-05-15,1841.5
2018-05-16,1842.12
2018-05-17,1842.12
2018-05-18,1843.38
2018-05-21,1843.88
2018-05-22,1844.25
2018-05-23,1844.25
2018-05-24,1844.25
2018-05-25,1844.25
2018-05-28,1844.5
2018-05-29,1845.5
2018-05-30,1844.0
2018-05-31,1843.25
2018-06-01,1843.25
2018-06-04,1842.5
2018-06-05,1843.0
2018-06-06,1843.25
2018-06-07,1842.5
2018-06-08,1839.75
2018-06-11,1838.75
2018-06-12,1839.5
2018-06-13,1838.5
2018-06-14,1835.75
2018-06-15,1835.25
2018-06-19,1836.25
2018-06-20,1834.75
2018-06-21,1834.5
2018-06-22,1834.0
2018-06-25,1832.75
2018-06-26,1832.75
2018-06-27,1832.0
2018-06-28,1831.25
2018-06-29,1831.5
2018-07-02,1832.25
2018-07-03,1833.0
2018-07-04,1835.0
2018-07-05,1835.25
2018-07-06,1836.5
2018-07-09,1836.75
2018-07-10,1837.0
2018-07-11,1836.75
2018-07-12,1837.25
2018-07-13,1837.25
2018-07-16,1839.25
2018-07-17,1839.75
2018-07-18,1839.75
2018-07-19,1840.0
2018-07-20,1840.25
2018-07-23,1840.25
2018-07-24,1842.0
2018-07-25,1842.25
2018-07-26,1843.75
2018-07-27,1844.0
2018-07-30,1843.5
2018-07-31,1842.75
2018-08-01,1842.75
2018-08-02,1842.25
2018-08-03,1842.5
2018-08-06,1842.5
2018-08-07,1842.5
2018-08-08,1843.0
2018-08-09,1843.5
2018-08-10,1842.75
2018-08-13,1842.0
2018-08-14,1842.25
2018-08-15,1842.75
2018-08-16,1843.1
2018-08-17,1844.1
2018-08-20,1844.85
2018-08-21,1845.1
2018-08-22,1845.35
2018-08-23,1845.5
2018-08-24,1845.5
2018-08-27,1846.25
2018-08-28,1847.75
2018-08-29,1851.5
2018-08-30,1851.5
2018-08-31,1853.5
2018-09-03,1859.25
2018-09-04,1863.25
2018-09-05,1864.5
2018-09-06,1874.5
2018-09-07,1873.75
2018-09-10,1878.5
2018-09-11,1878.75
2018-09-12,1879.0
2018-09-13,1880.5
2018-09-14,1880.5
2018-09-17,1881.25
2018-09-18,1881.25
2018-09-19,1878.75
2018-09-20,1878.5
2018-09-21,1881.0
2018-09-25,1879.5
2018-09-26,1879.75
2018-09-27,1879.0
2018-09-28,1879.0
2018-09-29,1877.5
2018-09-30,1873.62
2018-10-08,1873.5
2018-10-09,1870.5
2018-10-10,1870.5
2018-10-11,1868.25
2018-10-12,1866.75
2018-10-15,1870.0
2018-10-16,1871.25
2018-10-17,1872.5
2018-10-18,1872.5
2018-10-19,1872.5
2018-10-22,1882.75
2018-10-23,1889.0
2018-10-24,1889.25
2018-10-25,1894.0
2018-10-26,1899.25
2018-10-29,1901.75
2018-10-30,1904.5
2018-10-31,1908.5
2018-11-01,1909.75
2018-11-02,1909.5
2018-11-05,1909.5
2018-11-06,1910.0
2018-11-07,1919.5
2018-11-08,1922.5
2018-11-09,1924.0
2018-11-12,1929.0
2018-11-13,1932.75
2018-11-14,1933.25
2018-11-15,1933.75
2018-11-16,1939.5
2018-11-19,1939.5
2018-11-20,1944.5
2018-11-21,1948.5
2018-11-22,1952.75
2018-11-23,1957.75
2018-11-26,1962.25
2018-11-27,1964.75
2018-11-28,1968.0
2018-11-29,1972.75
2018-11-30,1975.75
2018-12-03,1974.75
2018-12-04,1972.25
2018-12-05,1970.0
2018-12-06,1968.5
2018-12-07,1968.0
2018-12-10,1965.5
2018-12-11,1964.75
2018-12-12,1966.75
2018-12-13,1973.0
2018-12-14,1969.76
2018-12-17,1969.76
2018-12-18,1965.95
2018-12-19,1965.95
2018-12-20,1958.43
2018-12-21,1957.24
2018-12-24,1952.48
2018-12-25,1950.33
2018-12-26,1949.38
2018-12-27,1946.29
2018-12-28,1946.05
2018-12-29,1945.33
2019-01-02,1945.57
2019-01-03,1946.52
2019-01-04,1946.05
2019-01-07,1946.88
2019-01-08,1947.0
2019-01-09,1946.29
2019-01-10,1946.52
2019-01-11,1938.19
2019-01-14,1934.76
2019-01-15,1930.36
2019-01-16,1928.81
2019-01-17,1926.43
2019-01-18,1933.54
2019-01-21,1933.62
2019-01-22,1934.04
2019-01-23,1934.67
2019-01-24,1934.58
2019-01-25,1933.75
2019-01-28,1932.71
2019-01-29,1932.71
2019-01-30,1932.71
2019-01-31,1932.71
2019-02-01,1932.71
2019-02-02,1932.71
2019-02-03,1932.71
2019-02-11,1932.29
2019-02-12,1932.29
2019-02-13,1931.46
2019-02-14,1931.46
2019-02-15,1929.17
2019-02-18,1925.29
2019-02-19,1922.17
2019-02-20,1920.71
2019-02-21,1910.92
2019-02-22,1907.17
2019-02-25,1881.04
2019-02-26,1874.79
2019-02-27,1872.5
2019-02-28,1870.0
2019-03-01,1869.17
2019-03-04,1871.67
2019-03-05,1871.67
2019-03-06,1870.83
2019-03-07,1870.62
2019-03-08,1869.17
2019-03-11,1866.35
2019-03-12,1865.0
2019-03-13,1865.52
2019-03-14,1867.4
2019-03-15,1865.94
2019-03-18,1866.56
2019-03-19,1868.33
2019-03-20,1868.33
2019-03-21,1868.33
2019-03-22,1867.71
2019-03-25,1866.25
2019-03-26,1864.06
2019-03-27,1863.33
2019-03-28,1862.92
2019-03-29,1860.52
2019-04-01,1858.02
2019-04-02,1857.5
2019-04-03,1857.81
2019-04-04,1858.12
2019-04-08,1859.69
2019-04-09,1862.19
2019-04-10,1859.9
2019-04-11,1860.31
2019-04-12,1860.1
2019-04-15,1865.0
2019-04-16,1868.75
2019-04-17,1870.0
2019-04-18,1874.48
2019-04-19,1876.56
2019-04-22,1884.58
2019-04-23,1888.33
2019-04-24,1893.96
2019-04-25,1896.25
2019-04-26,1896.46
2019-04-28,1897.29
2019-04-29,1900.21
2019-04-30,1900.52
2019-05-05,1901.25
2019-05-06,1906.46
2019-05-07,1912.29
2019-05-08,1912.6
2019-05-09,1913.1
2019-05-10,1917.79
2019-05-13,1923.83
2019-05-14,1927.58
2019-05-15,1931.46
2019-05-16,1940.62
2019-05-17,1954.79
2019-05-20,1963.96
2019-05-21,1964.58
2019-05-22,1966.46
2019-05-23,1968.12
2019-05-24,1970.0
2019-05-27,1973.96
2019-05-28,1977.29
2019-05-29,1976.67
2019-05-30,1977.71
2019-05-31,1975.83
2019-06-03,1974.38
2019-06-04,1973.96
2019-06-05,1971.88
2019-06-06,1970.83
2019-06-10,1973.54
2019-06-11,1972.29
2019-06-12,1968.12
2019-06-13,1972.29
2019-06-14,1975.21
2019-06-17,1971.25
2019-06-18,1971.25
2019-06-19,1970.0
2019-06-20,1970.21
2019-06-21,1969.17
2019-06-24,1969.17
2019-06-25,1966.25
2019-06-26,1964.38
2019-06-27,1963.23
2019-06-28,1963.02
2019-07-01,1963.23
2019-07-02,1961.15
2019-07-03,1958.33
2019-07-04,1958.12
2019-07-05,1957.92
2019-07-08,1959.69
2019-07-09,1959.79
2019-07-10,1960.83
2019-07-11,1960.62
2019-07-12,1961.25
2019-07-15,1961.46
2019-07-16,1963.96
2019-07-17,1966.04
2019-07-18,1966.04
2019-07-19,1965.83
2019-07-22,1967.29
2019-07-23,1968.33
2019-07-24,1968.44
2019-07-25,1970.21
2019-07-26,1971.88
2019-07-29,1976.67
2019-07-30,1976.67
2019-07-31,1978.54
2019-08-01,1978.96
2019-08-02,1979.38
2019-08-05,1979.38
2019-08-06,1980.83
2019-08-07,1981.88
2019-08-08,1983.54
2019-08-09,1983.75
2019-08-12,1983.54
2019-08-13,1984.27
2019-08-14,1986.25
2019-08-15,1986.46
2019-08-16,1986.67
2019-08-19,1985.83
2019-08-20,1986.04
2019-08-21,1985.21
2019-08-22,1984.58
2019-08-23,1984.17
2019-08-26,1984.38
2019-08-27,1981.67
2019-08-28,1980.42
2019-08-29,1979.58
2019-08-30,1979.79
2019-09-02,1978.54
2019-09-03,1978.33
2019-09-04,1975.83
2019-09-05,1975.21
2019-09-06,1973.96
2019-09-09,1973.75
2019-09-10,1975.42
2019-09-11,1976.46
2019-09-12,1974.58
2019-09-16,1974.79
2019-09-17,1974.38
2019-09-18,1973.96
2019-09-19,1973.33
2019-09-20,1972.5
2019-09-23,1966.04
2019-09-24,1965.83
2019-09-25,1961.25
2019-09-26,1961.25
2019-09-27,1959.79
2019-09-29,1951.04
2019-09-30,1948.54
2019-10-08,1930.0
2019-10-09,1919.38
2019-10-10,1912.92
2019-10-11,1911.04
2019-10-12,1911.88
2019-10-14,1914.38
2019-10-15,1913.54
2019-10-16,1916.88
2019-10-17,1919.17
2019-10-18,1919.58
2019-10-21,1922.71
2019-10-22,1921.88
2019-10-23,1921.25
2019-10-24,1921.67
2019-10-25,1916.88
2019-10-28,1920.62
2019-10-29,1921.46
2019-10-30,1921.88
2019-10-31,1923.54
2019-11-01,1926.67
2019-11-04,1929.17
2019-11-05,1930.83
2019-11-06,1933.12
2019-11-07,1933.12
2019-11-08,1933.33
2019-11-11,1933.54
2019-11-12,1933.75
2019-11-13,1933.54
2019-11-14,1935.42
2019-11-15,1936.35
2019-11-18,1935.73
2019-11-19,1936.56
2019-11-20,1936.98
2019-11-21,1936.88
2019-11-22,1937.29
2019-11-25,1933.96
2019-11-26,1933.44
2019-11-27,1933.23
2019-11-28,1931.88
2019-11-29,1930.21
2019-12-02,1929.38
2019-12-03,1926.04
2019-12-04,1923.85
2019-12-05,1923.85
2019-12-06,1923.23
2019-12-09,1921.25
2019-12-10,1919.38
2019-12-11,1919.17
2019-12-12,1922.4
2019-12-13,1921.35
2019-12-16,1921.15
2019-12-17,1921.15
2019-12-18,1919.06
2019-12-19,1918.58
2019-12-20,1918.65
2019-12-23,1918.23
2019-12-24,1918.23
2019-12-25,1918.23
2019-12-26,1919.06
2019-12-27,1919.06
2019-12-30,1919.48
2019-12-31,1918.56
2020-01-02,1917.29
2020-01-03,1918.04
2020-01-06,1917.21
2020-01-07,1916.79
2020-01-08,1916.79
2020-01-09,1916.67
2020-01-10,1916.88
2020-01-13,1916.25
2020-01-14,1916.25
2020-01-15,1916.92
2020-01-16,1917.02
2020-01-17,1916.98
2020-01-19,1917.19
2020-01-20,1917.42
2020-01-21,1917.4
2020-01-22,1917.19
2020-01-23,1917.21
2020-02-03,1941.46
2020-02-04,1943.96
2020-02-05,1949.5
2020-02-06,1951.58
2020-02-07,1954.92
2020-02-10,1957.75
2020-02-11,1959.79
2020-02-12,1960.0
2020-02-13,1959.79
2020-02-14,1959.38
2020-02-17,1958.12
2020-02-18,1960.83
2020-02-19,1958.75
2020-02-20,1955.62
2020-02-21,1951.25
2020-02-24,1946.67
2020-02-25,1944.38
2020-02-26,1945.0
2020-02-27,1945.85
2020-02-28,1943.75
2020-03-02,1944.79
2020-03-03,1947.49
2020-03-04,1947.6
2020-03-05,1948.23
2020-03-06,1948.12
2020-03-09,1943.54
2020-03-10,1943.85
2020-03-11,1947.4
2020-03-12,1944.9
2020-03-13,1944.48
2020-03-16,1944.35
2020-03-17,1947.27
2020-03-18,1947.27
2020-03-19,1946.33
2020-03-20,1946.44
2020-03-23,1946.79
2020-03-24,1947.08
2020-03-25,1950.25
2020-03-26,1952.44
2020-03-27,1955.9
2020-03-30,1962.92
2020-03-31,1966.35
2020-04-01,1967.19
2020-04-02,1974.48
2020-04-03,1985.52
2020-04-07,1986.88
2020-04-08,1993.54
2020-04-09,1997.71
2020-04-10,1998.54
2020-04-13,1998.96
2020-04-14,1999.17
2020-04-15,2005.65
2020-04-16,2014.08
2020-04-17,2018.02
2020-04-20,2021.15
2020-04-21,2025.52
2020-04-22,2037.81
2020-04-23,2045.94
2020-04-24,2053.02
2020-04-26,2058.88
2020-04-27,2069.9
2020-04-28,2076.46
2020-04-29,2087.4
2020-04-30,2092.21
2020-05-06,2100.52
2020-05-07,2113.44
2020-05-08,2116.4
2020-05-09,2117.4
2020-05-11,2117.85
2020-05-12,2118.35
2020-05-13,2118.23
2020-05-14,2117.23
2020-05-15,2114.71
2020-05-18,2114.06
2020-05-19,2113.12
2020-05-20,2114.81
2020-05-21,2113.12
2020-05-22,2113.96
2020-05-25,2109.79
2020-05-26,2109.38
2020-05-27,2107.08
2020-05-28,2103.77
2020-05-29,2109.44
2020-06-01,2112.19
2020-06-02,2112.6
2020-06-03,2113.85
2020-06-04,2112.92
2020-06-05,2114.19
2020-06-08,2115.17
2020-06-09,2118.65
2020-06-10,2121.77
2020-06-11,2123.02
2020-06-12,2125.1
2020-06-15,2128.44
2020-06-16,2145.1
2020-06-17,2148.23
2020-06-18,2149.48
2020-06-19,2161.15
2020-06-22,2174.69
2020-06-23,2183.65
2020-06-24,2188.65
2020-06-28,2202.4
2020-06-29,2204.48
2020-06-30,2202.6
2020-07-01,2203.65
2020-07-02,2199.69
2020-07-03,2198.67
2020-07-06,2199.94
2020-07-07,2206.77
2020-07-08,2206.0
2020-07-09,2209.0
2020-07-10,2210.0
2020-07-13,2216.15
2020-07-14,2221.15
2020-07-15,2221.98
2020-07-16,2228.65
2020-07-17,2237.6
2020-07-20,2252.6
2020-07-21,2269.69
2020-07-22,2279.69
2020-07-23,2281.56
2020-07-24,2317.6
2020-07-27,2322.19
2020-07-28,2333.65
2020-07-29,2341.77
2020-07-30,2349.9
2020-07-31,2354.9
2020-08-03,2382.4
2020-08-04,2382.81
2020-08-05,2388.96
2020-08-06,2390.0
2020-08-07,2384.69
2020-08-10,2370.52
2020-08-11,2366.77
2020-08-12,2369.69
2020-08-13,2359.69
2020-08-14,2354.48
2020-08-17,2357.19
2020-08-18,2365.94
2020-08-19,2363.02
2020-08-20,2359.27
2020-08-21,2354.06
2020-08-24,2352.6
2020-08-25,2344.69
2020-08-26,2342.81
2020-08-27,2340.73
2020-08-28,2334.06
2020-08-31,2323.65
2020-09-01,2324.69
2020-09-02,2312.81
2020-09-03,2308.56
2020-09-04,2308.23
2020-09-07,2307.19
2020-09-08,2308.44
2020-09-09,2308.85
2020-09-10,2309.06
2020-09-11,2315.52
2020-09-14,2323.96
2020-09-15,2344.27
2020-09-16,2346.56
2020-09-17,2347.92
2020-09-18,2348.23
2020-09-21,2352.81
2020-09-22,2349.9
2020-09-23,2345.1
2020-09-24,2344.29
2020-09-25,2343.96
2020-09-27,2343.23
2020-09-28,2344.5
2020-09-29,2345.1
2020-09-30,2368.23
2020-10-09,2382.81
2020-10-10,2396.98
2020-10-12,2401.98
2020-10-13,2437.81
2020-10-14,2450.1
2020-10-15,2471.98
2020-10-16,2474.27
2020-10-19,2491.77
2020-10-20,2524.27
2020-10-21,2532.19
2020-10-22,2527.6
2020-10-23,2523.23
2020-10-26,2529.48
2020-10-27,2531.35
2020-10-28,2534.9
2020-10-29,2537.81
2020-10-30,2535.52
2020-11-02,2534.27
2020-11-03,2531.15
2020-11-04,2529.06
2020-11-05,2529.06
2020-11-06,2527.81
2020-11-09,2523.75
2020-11-10,2523.44
2020-11-11,2520.1
2020-11-12,2520.31
2020-11-13,2523.23
2020-11-16,2525.83
2020-11-17,2531.98
2020-11-18,2532.71
2020-11-19,2538.85
2020-11-20,2539.48
2020-11-23,2545.94
2020-11-24,2547.81
2020-11-25,2549.48
2020-11-26,2551.04
2020-11-27,2555.94
2020-11-30,2558.85
2020-12-01,2565.1
2020-12-02,2575.52
2020-12-03,2576.56
2020-12-04,2590.1
2020-12-07,2596.15
2020-12-08,2598.85
2020-12-09,2602.4
2020-12-10,2601.98
2020-12-11,2603.85
2020-12-14,2602.4
2020-12-15,2602.06
2020-12-16,2602.06
2020-12-17,2601.65
2020-12-18,2601.94
2020-12-21,2602.15
2020-12-22,2608.19
2020-12-23,2608.4
2020-12-24,2617.35
2020-12-25,2619.85
2020-12-28,2625.31
2020-12-29,2635.73
2020-12-30,2665.52
2020-12-31,2665.1
2021-01-04,2675.31
2021-01-05,2714.48
2021-01-06,2728.44
2021-01-07,2748.85
2021-01-08,2774.06
2021-01-11,2882.19
2021-01-12,2901.56
2021-01-13,2908.85
2021-01-14,2908.02
2021-01-15,2916.15
2021-01-18,2927.19
2021-01-19,2935.31
2021-01-20,2957.19
2021-01-21,2966.56
2021-01-22,2973.23
2021-01-25,2986.35
2021-01-26,2988.02
2021-01-27,2985.31
2021-01-28,2982.4
2021-01-29,2979.27
2021-02-01,2991.56
2021-02-02,2986.56
2021-02-03,2986.15
2021-02-04,2993.02
2021-02-05,2990.1
2021-02-07,2990.1
2021-02-08,2990.1
2021-02-09,2985.52
2021-02-10,2985.52
2021-02-18,2985.96
2021-02-19,2986.56
2021-02-20,2985.1
2021-02-22,2991.15
2021-02-23,2991.65
2021-02-24,2995.73
2021-02-25,2994.27
2021-02-26,2994.69
2021-03-01,2998.12
2021-03-02,2998.75
2021-03-03,2998.33
2021-03-04,3003.96
2021-03-05,3000.83
2021-03-08,2991.25
2021-03-09,2992.29
2021-03-10,2984.29
2021-03-11,2974.29
2021-03-12,2974.5
2021-03-15,2962.08
2021-03-16,2956.25
2021-03-17,2953.12
2021-03-18,2941.04
2021-03-19,2932.29
2021-03-22,2930.42
2021-03-23,2924.79
2021-03-24,2919.79
2021-03-25,2915.62
2021-03-26,2912.71
2021-03-29,2907.5
2021-03-30,2904.79
2021-03-31,2888.33
2021-04-01,2884.17
2021-04-02,2873.54
2021-04-06,2853.75
2021-04-07,2851.88
2021-04-08,2854.79
2021-04-09,2855.0
2021-04-12,2857.5
2021-04-13,2858.96
2021-04-14,2860.0
2021-04-15,2861.67
2021-04-16,2877.71
2021-04-19,2879.17
2021-04-20,2886.46
2021-04-21,2891.04
2021-04-22,2893.75
2021-04-23,2896.04
2021-04-25,2900.21
2021-04-26,2909.38
2021-04-27,2906.88
2021-04-28,2910.21
2021-04-29,2910.62
2021-04-30,2910.83
2021-05-06,2912.29
2021-05-07,2910.21
2021-05-08,2910.62
2021-05-10,2912.92
2021-05-11,2916.46
2021-05-12,2916.88
2021-05-13,2922.92
2021-05-14,2923.33
2021-05-17,2920.21
2021-05-18,2919.58
2021-05-19,2919.58
2021-05-20,2919.79
2021-05-21,2920.42
2021-05-24,2922.08
2021-05-25,2920.62
2021-05-26,2920.0
2021-05-27,2919.0
2021-05-28,2918.63
2021-05-31,2917.71
2021-06-01,2914.79
2021-06-02,2915.21
2021-06-03,2912.92
2021-06-04,2912.5
2021-06-07,2913.33
2021-06-08,2911.67
2021-06-09,2910.62
2021-06-10,2910.0
2021-06-11,2909.58
2021-06-15,2906.46
2021-06-16,2905.21
2021-06-17,2903.12
2021-06-18,2895.0
2021-06-21,2886.88
2021-06-22,2873.54
2021-06-23,2871.67
2021-06-24,2852.08
2021-06-25,2845.62
2021-06-28,2843.23
2021-06-29,2840.94
2021-06-30,2840.42
2021-07-01,2841.67
2021-07-02,2841.69
2021-07-05,2840.0
2021-07-06,2838.96
2021-07-07,2837.5
2021-07-08,2836.04
2021-07-09,2838.04
2021-07-12,2834.51
2021-07-13,2831.37
2021-07-14,2831.96
2021-07-15,2830.98
2021-07-16,2830.2
2021-07-19,2828.53
2021-07-20,2796.18
2021-07-21,2793.04
2021-07-22,2782.45
2021-07-23,2779.9
2021-07-26,2778.24
2021-07-27,2780.39
2021-07-28,2781.18
2021-07-29,2779.41
2021-07-30,2780.98
2021-08-02,2785.06
2021-08-03,2784.27
2021-08-04,2783.39
2021-08-05,2785.55
2021-08-06,2785.94
2021-08-09,2785.98
2021-08-10,2794.71
2021-08-11,2795.29
2021-08-12,2795.1
2021-08-13,2795.2
2021-08-16,2797.35
2021-08-17,2801.86
2021-08-18,2800.1
2021-08-19,2800.31
2021-08-20,2798.35
2021-08-23,2797.63
2021-08-24,2798.78
2021-08-25,2798.59
2021-08-26,2797.63
2021-08-27,2797.63
2021-08-30,2796.37
2021-08-31,2794.41
2021-09-01,2794.41
2021-09-02,2787.02
2021-09-03,2782.31
2021-09-06,2778.53
2021-09-07,2770.98
2021-09-08,2771.18
2021-09-09,2762.16
2021-09-10,2762.75
2021-09-13,2759.55
2021-09-14,2757.71
2021-09-15,2754.47
2021-09-16,2746.67
2021-09-17,2744.08
2021-09-18,2741.18
2021-09-22,2739.02
2021-09-23,2733.53
2021-09-24,2713.82
2021-09-27,2702.31
2021-09-28,2686.9
2021-09-29,2688.14
2021-09-30,2686.96
2021-10-08,2670.24
2021-10-09,2661.41
2021-10-11,2661.57
2021-10-12,2651.18
2021-10-13,2651.76
2021-10-14,2652.25
2021-10-15,2652.35
2021-10-18,2652.16
2021-10-19,2652.94
2021-10-20,2645.78
2021-10-21,2647.16
2021-10-22,2648.04
2021-10-25,2655.78
2021-10-26,2660.69
2021-10-27,2663.33
2021-10-28,2666.47
2021-10-29,2672.2
2021-11-01,2668.86
2021-11-02,2674.61
2021-11-03,2676.76
2021-11-04,2678.24
2021-11-05,2680.59
2021-11-08,2690.98
2021-11-09,2732.55
2021-11-10,2744.9
2021-11-11,2751.76
2021-11-12,2758.43
2021-11-15,2753.33
2021-11-16,2748.63
2021-11-17,2746.08
2021-11-18,2744.9
2021-11-19,2748.24
2021-11-22,2753.14
2021-11-23,2758.63
2021-11-24,2756.27
2021-11-25,2755.88
2021-11-26,2761.45
2021-11-29,2761.06
2021-11-30,2757.53
2021-12-01,2756.94
2021-12-02,2757.33
2021-12-03,2755.76
2021-12-06,2753.53
2021-12-07,2752.43
2021-12-08,2751.57
2021-12-09,2750.51
2021-12-10,2750.12
2021-12-13,2747.37
2021-12-14,2755.22
2021-12-15,2756.67
2021-12-16,2756.47
2021-12-17,2757.06
2021-12-20,2751.18
2021-12-21,2750.39
2021-12-22,2744.86
2021-12-23,2743.1
2021-12-24,2741.8
2021-12-27,2741.02
2021-12-28,2736.12
2021-12-29,2737.18
2021-12-30,2735.06
2021-12-31,2734.71
2022-01-04,2736.47
2022-01-05,2736.08
2022-01-06,2733.73
2022-01-07,2734.51
2022-01-10,2734.12
2022-01-11,2733.84
2022-01-12,2731.18
2022-01-13,2730.98
2022-01-14,2730.59
2022-01-17,2730.2
2022-01-18,2728.43
2022-01-19,2728.43
2022-01-20,2721.76
2022-01-21,2723.14
2022-01-24,2727.06
2022-01-25,2727.06
2022-01-26,2725.49
2022-01-27,2725.1
2022-01-28,2724.9
2022-01-29,2724.9
2022-01-30,2724.9
2022-02-07,2722.94
2022-02-08,2724.12
2022-02-09,2724.12
2022-02-10,2724.12
2022-02-11,2724.51
2022-02-14,2723.92
2022-02-15,2724.51
2022-02-16,2726.86
2022-02-17,2725.69
2022-02-18,2728.43
2022-02-21,2728.08
2022-02-22,2728.47
2022-02-23,2731.37
2022-02-24,2732.35
2022-02-25,2742.16
2022-02-28,2754.31
2022-03-01,2758.24
2022-03-02,2761.57
2022-03-03,2777.06
2022-03-04,2779.61
2022-03-07,2788.25
2022-03-08,2794.43
2022-03-09,2804.31
2022-03-10,2807.25
2022-03-11,2806.47
2022-03-14,2811.37
2022-03-15,2817.45
2022-03-16,2817.45
2022-03-17,2817.45
2022-03-18,2828.83
2022-03-21,2830.98
2022-03-22,2830.98
2022-03-23,2832.16
2022-03-24,2831.37
2022-03-25,2832.55
2022-03-28,2836.47
2022-03-29,2838.63
2022-03-30,2837.84
2022-03-31,2836.67
2022-04-01,2837.06
2022-04-02,2837.45
2022-04-06,2838.43
2022-04-07,2840.39
2022-04-08,2840.59
2022-04-11,2839.33
2022-04-12,2836.98
2022-04-13,2836.39
2022-04-14,2838.35
2022-04-15,2838.75
2022-04-18,2839.73
2022-04-19,2840.31
2022-04-20,2842.47
2022-04-21,2841.84
2022-04-22,2843.22
2022-04-24,2848.12
2022-04-25,2852.24
2022-04-26,2854.78
2022-04-27,2859.29
2022-04-28,2859.88
2022-04-29,2862.04
2022-05-05,2871.86
2022-05-06,2878.43
2022-05-07,2894.71
2022-05-09,2895.1
2022-05-10,2898.04
2022-05-11,2902.75
2022-05-12,2901.76
2022-05-13,2901.57
2022-05-16,2904.47
2022-05-17,2904.86
2022-05-18,2906.82
2022-05-19,2906.47
2022-05-20,2908.24
2022-05-23,2907.65
2022-05-24,2907.31
2022-05-25,2904.96
2022-05-26,2905.06
2022-05-27,2901.33
2022-05-30,2902.12
2022-05-31,2902.51
2022-06-01,2903.69
2022-06-02,2897.8
2022-06-06,2896.82
2022-06-07,2895.69
2022-06-08,2894.71
2022-06-09,2891.76
2022-06-10,2891.18
2022-06-13,2890.0
2022-06-14,2886.0
2022-06-15,2885.22
2022-06-16,2886.78
2022-06-17,2886.98
2022-06-20,2886.78
2022-06-21,2886.39
2022-06-22,2887.76
2022-06-23,2885.41
2022-06-24,2883.45
2022-06-27,2878.16
2022-06-28,2876.78
2022-06-29,2876.78
2022-06-30,2875.61
2022-07-01,2874.04
2022-07-04,2868.63
2022-07-05,2872.16
2022-07-06,2861.37
2022-07-07,2858.82
2022-07-08,2858.63
2022-07-11,2858.63
2022-07-12,2858.63
2022-07-13,2859.02
2022-07-14,2857.45
2022-07-15,2856.47
2022-07-18,2855.88
2022-07-19,2850.78
2022-07-20,2845.28
2022-07-21,2836.27
2022-07-22,2828.24
2022-07-25,2815.88
2022-07-26,2808.63
2022-07-27,2810.2
2022-07-28,2811.96
2022-07-29,2812.94
2022-08-01,2812.94
2022-08-02,2813.33
2022-08-03,2816.08
2022-08-04,2816.67
2022-08-05,2816.08
2022-08-08,2813.49
2022-08-09,2813.49
2022-08-10,2811.53
2022-08-11,2812.71
2022-08-12,2809.8
2022-08-15,2807.41
2022-08-16,2803.29
2022-08-17,2798.98
2022-08-18,2797.8
2022-08-19,2795.84
2022-08-22,2793.49
2022-08-23,2792.9
2022-08-24,2793.41
2022-08-25,2789.49
2022-08-26,2790.27
2022-08-29,2792.43
2022-08-30,2796.16
2022-08-31,2796.62
2022-09-01,2798.71
2022-09-02,2799.88
2022-09-05,2801.25
2022-09-06,2803.02
2022-09-07,2805.37
2022-09-08,2806.47
2022-09-09,2805.69
2022-09-13,2825.18
2022-09-14,2830.39
2022-09-15,2832.16
2022-09-16,2830.98
2022-09-19,2830.78
2022-09-20,2830.78
2022-09-21,2831.96
2022-09-22,2833.92
2022-09-23,2839.02
2022-09-26,2840.39
2022-09-27,2838.82
2022-09-28,2840.59
2022-09-29,2839.8
2022-09-30,2840.0
2022-10-08,2837.25
2022-10-09,2835.88
2022-10-10,2840.59
2022-10-11,2840.39
2022-10-12,2843.73
2022-10-13,2845.88
2022-10-14,2847.45
2022-10-17,2847.57
2022-10-18,2845.61
2022-10-19,2847.76
2022-10-20,2847.37
2022-10-21,2852.94
2022-10-24,2860.49
2022-10-25,2864.41
